id_key,date_reference,score_value,score_predict
33641859158182,20240507,938,3.29
82278037992061,20201202,477,6.34
86121502888177,20220218,793,0.55
77032667027214,20200720,62,0.21
84849103558620,20220503,621,7.11
96196561958725,20200111,434,1.91
94729787771627,20250830,606,7.78
36074720197279,20220814,416,7.79
54897164279085,20231130,767,4.99
52616381614676,20250402,996,5.41
58021273474892,20250602,153,3.02
63364295402687,20210519,919,7.35
68919989040750,20200519,927,5.2
51606098142577,20221212,59,6.34
33029955177634,20240621,844,3.57
64112065981818,20251223,861,4.13
85757395735777,20220924,792,1.68
22127509547840,20221021,932,6.19
51921735966132,20230821,147,5.42
17420817310563,20240818,633,7.92
42829878678451,20230620,8,8.72
62457025854041,20200420,273,9.13
32689160366381,20200817,645,0.61
85080022065657,20200823,820,2.4
18949210292910,20250815,461,9.54
74105373430741,20210902,728,0.68
98077404080444,20240827,154,2.76
23827991210656,20230615,312,5.53
23301724360930,20250731,229,5.51
15097553512135,20200912,319,6.04
92175002387771,20220923,712,8.53
94562975962053,20250101,806,4.41
57742250858363,20200205,228,8.59
97550591736325,20211207,253,2.59
48740688074826,20231103,264,2.81
75260420526775,20240131,4,1.82
75425129436911,20221207,157,7.58
53460173867056,20240321,378,3.19
35229633492282,20231107,148,8.74
84056164057393,20200908,413,0.87
62847731488674,20231208,764,8.6
30642348907315,20231006,919,2.28
20130248968599,20210427,841,8.62
85550116020208,20200801,32,9.01
35850365855093,20220529,237,6.22
13940268138024,20250617,374,6.2
29821973179808,20231226,442,9.95
58343188479661,20200921,270,6.26
59004689637060,20220109,85,1.32
15249958139848,20230324,853,1.74
75884838099354,20240722,447,7.84
32357404321121,20251202,924,9.59
83091836791997,20240527,358,3.79
97671105529124,20231031,445,5.35
73603196442688,20210710,260,5.15
50647333086288,20231021,622,1.22
66581842106663,20201019,889,1.65
96684215850556,20231106,837,1.98
96834423060106,20200914,764,6.26
45861609889409,20240525,535,4.37
96068565055644,20201026,202,2.88
60907141206303,20230628,889,5.63
32620835123865,20251104,482,8.33
36200019752883,20221013,222,1.54
98187009972755,20250426,695,0.87
25498555927001,20210122,517,4.75
69944834627826,20251010,784,6.93
61572235893148,20230221,785,1.59
49674130172196,20210117,976,1.55
23196441131873,20220131,662,6.93
44136099046591,20201203,723,2.64
19363137780209,20210915,791,2.57
65584838280590,20210827,679,3.0
75289872113862,20210108,495,0.05
80979717194825,20230130,243,7.02
44639879051170,20240709,199,5.86
38649780862318,20240715,670,6.18
28217503120885,20240608,405,7.47
72029236761337,20231026,740,1.14
13859266925045,20221206,102,3.68
28597681902155,20240223,218,6.6
73374154668135,20211012,547,0.41
97614679592412,20200304,581,7.71
85915034591472,20230406,47,8.82
28640036246670,20230110,279,5.79
34185503800373,20230227,918,7.8
78980550375409,20220309,586,1.53
49734795018307,20200308,223,4.48
25941133026002,20211126,900,9.8
16184325883418,20201215,35,7.71
54820580626580,20200416,216,6.99
92914425037345,20200611,657,0.22
44736968218150,20250715,618,4.91
23196804991997,20230221,608,7.97
78040279385652,20200604,78,3.62
81446646664997,20240607,261,3.02
83953983300704,20240416,704,2.89
17104354792264,20250316,421,1.48
57199538651084,20240124,138,9.7
58595221444823,20240418,482,3.73
98232333577265,20240619,692,2.37
67969219432157,20220811,314,9.22
95054853303814,20240424,686,7.53
75041593821110,20200919,985,9.32
36708143914368,20250127,120,5.04
33341442514511,20211130,169,4.57
54929167149513,20200320,832,9.95
39790213214829,20250209,588,9.57
33414802524507,20211013,591,4.34
84186008329693,20241107,670,0.31
88991234600051,20250629,809,5.24
61853811536894,20251013,371,9.41
59574106354592,20200130,941,2.74
20268710484821,20250410,270,8.13
42627068445329,20210703,793,1.65
94735677621954,20250724,679,7.45
54306705456239,20240511,665,9.39
82307067651986,20210225,400,0.94
18519003500878,20241106,370,9.41
87358752782050,20240215,783,8.91
29524816599732,20250921,512,8.32
16382980024898,20230524,284,3.97
77668710183180,20220214,972,9.31
54480536532665,20210228,612,1.55
74394299429828,20200720,82,0.18
84565498728666,20201221,12,9.59
71279488225514,20240114,663,8.88
13638252166302,20220311,456,0.55
40358463915761,20210517,225,2.3
84725663614723,20250126,956,2.18
29218141304149,20200303,563,6.67
53422916388953,20221221,23,4.09
57092550620821,20200502,958,9.02
32908946249192,20200514,909,2.21
15768258627092,20200422,952,2.58
51609458558251,20240828,822,5.27
71672791932455,20220822,156,1.58
93011789694898,20210813,448,7.69
58796538454760,20250520,266,9.83
91155659323384,20210411,301,6.82
13224248849357,20230718,904,3.55
56777440384687,20230404,922,4.62
99547286017337,20241111,368,0.07
80299929542406,20220722,263,0.07
57154168155053,20200612,302,2.91
62591119617372,20241201,333,6.5
68358026438584,20221102,564,7.05
79824836119552,20230428,422,7.83
27664782681357,20241009,895,1.25
61198346808768,20241020,832,9.05
86700302461813,20240122,587,5.07
95914125742839,20251207,829,8.24
10131873000224,20251008,444,9.2
24177966247693,20211105,361,7.84
56850196060271,20221027,653,2.78
40214593877161,20251219,688,4.81
87741922074686,20230709,341,7.67
74259997347033,20230122,241,3.95
47766284993262,20220402,34,1.3
77736367741850,20200403,573,3.57
87765704404866,20230428,437,1.37
53703522146476,20250101,681,0.9
16054571421288,20200727,201,0.95
99444257254676,20250220,764,8.08
40610820927051,20200717,247,0.99
18580317875980,20230116,433,2.87
77033846132997,20250811,240,8.83
89238044448648,20210209,988,9.12
64301635287387,20220422,16,1.68
22012826323194,20221212,125,1.91
58044899308254,20220129,49,8.67
27890571457162,20240118,956,8.9
57553508611929,20231209,421,9.11
75606933939949,20210827,900,1.32
93779838084701,20241213,652,9.81
69888645516390,20210313,546,3.14
30761182356432,20250815,96,3.84
64342381281708,20230111,148,4.46
73110223341758,20230728,880,4.08
53539753808232,20210711,497,5.09
73447769335958,20220123,155,5.54
36412553055170,20220218,112,2.58
73851035661158,20210203,321,4.12
67256643034250,20220323,967,8.85
84265499943085,20250131,500,6.22
43538569198332,20240313,472,9.0
66458515901367,20250510,175,9.44
10674013396861,20230222,574,6.25
53717560740366,20211017,443,3.55
44807373142378,20211116,483,6.34
90569533587804,20211028,562,1.54
83403788897837,20200130,133,6.61
53904721330874,20210305,263,5.46
12587666344274,20200812,859,1.31
54838834041712,20241225,874,9.67
66439536872645,20231227,174,9.81
43829774152148,20231026,181,3.64
50902768803913,20220920,399,4.44
58753354170337,20220112,741,4.19
95612643654767,20200512,696,1.27
31714340209038,20250508,758,2.04
44865155737836,20200212,470,4.41
28404517275956,20200707,476,7.56
40995744299566,20201114,281,6.66
56778642969325,20241229,694,4.68
44401956169038,20230615,801,7.73
18987024784620,20220517,944,3.1
49508152647865,20210301,683,2.17
11555098329297,20250118,723,4.38
92145773155767,20240326,494,9.13
63417511727067,20201022,280,9.12
37914343135225,20250818,527,3.54
67233540231515,20240831,202,0.87
11746168626415,20250828,84,9.73
22238531730424,20210112,852,4.06
85059628530031,20251222,642,9.27
75465302926500,20220806,441,8.79
93201133012213,20220915,143,2.01
82222719577516,20250619,219,2.49
52230248406029,20251219,362,4.55
41806809675501,20230904,678,6.63
53177934210887,20220821,248,4.83
38159153998380,20220427,577,3.38
32649077155172,20250708,962,0.8
11360887756990,20201004,254,8.11
52999622356050,20230503,209,8.37
89907787657732,20220415,295,5.49
54320548548280,20250926,305,0.77
87973180604917,20200719,713,9.6
97116267857373,20240712,761,3.47
30747895661117,20220511,983,1.88
50294393601810,20200415,258,9.84
19585418660743,20250811,142,6.51
82551672844134,20200606,570,2.38
49482518678757,20211123,133,1.78
18996996833389,20210527,55,7.89
32012985988970,20211010,64,1.98
60340982134929,20211105,538,9.49
13166727762114,20250702,112,5.23
40721709593816,20240316,512,3.76
97573237724019,20220724,592,0.2
10917400231908,20250217,938,5.62
63673059196180,20231210,529,6.61
85916286354615,20220813,8,3.05
47731123899078,20221113,24,2.67
33743764068163,20240113,897,2.8
85065270650954,20210517,899,6.58
28032245875416,20250929,828,8.85
57358408052897,20210728,147,6.68
84857379216060,20220525,732,6.28
50091183266680,20250201,363,3.6
47875687825196,20210729,227,9.5
52471742236794,20200810,734,9.7
27427129804527,20240131,151,0.71
37112914488678,20200326,864,1.27
82822337565872,20231211,939,6.71
71592687705542,20200212,847,6.71
45957358107864,20220518,260,6.47
24666251255833,20231128,401,6.65
35045046511895,20210412,161,0.57
37375256174125,20251218,480,0.67
87838327942286,20250730,220,4.09
93863644554504,20220929,743,9.94
62936911906366,20201223,792,6.86
15506896752478,20250929,879,0.7
18031893705446,20220804,4,5.57
21843738470462,20250717,912,3.84
80950293872351,20220516,553,8.85
99346911119825,20240712,689,8.99
72895016866161,20201126,609,2.29
20778571208886,20231217,198,6.5
39073582850053,20200620,891,3.36
50508326072044,20240315,534,8.76
68444950287309,20231003,300,0.1
55206692089088,20250424,479,5.53
53401526430074,20220203,539,6.11
73366370582436,20230528,49,2.28
92564788813976,20230813,85,8.47
25106126863518,20220710,568,1.64
33992712141633,20241115,83,9.31
76896241625750,20251201,939,9.1
45296989009015,20201011,55,7.97
51666005257513,20230330,155,1.24
14180429077600,20230521,26,4.28
72205206953512,20211030,820,0.68
33023454606383,20241215,47,8.5
71385397352754,20231215,820,0.64
49642889886613,20211117,558,9.02
47377537374767,20240629,705,6.68
47537944353415,20251101,197,4.77
78712812629064,20230127,414,1.59
50976779009506,20240815,437,5.46
14427189554081,20210511,38,1.78
96514112382636,20200122,314,2.19
38528847045757,20210225,87,8.9
58902214293341,20240229,468,0.62
66902199170340,20220502,436,7.34
89789936206432,20220509,136,7.2
21245456782658,20200111,928,5.5
61039719310764,20230404,600,3.63
68864242926426,20210820,974,4.43
34890808988893,20220820,989,3.77
92293484673917,20230326,666,0.07
81354001636579,20200305,215,9.48
98020703705416,20240224,202,2.7
19677009505332,20210629,351,6.58
91499816953849,20200728,390,7.6
52261411228407,20250913,827,6.58
64928503899461,20250622,329,8.7
11754472631515,20200406,320,0.13
32521561453776,20241019,945,5.5
59513677013758,20250813,716,0.97
72119922561786,20250501,105,4.42
79770082364524,20220215,582,6.87
22484408738652,20230531,144,7.9
73203184255395,20211002,14,8.97
71276858109100,20201008,535,8.96
83458359040313,20210306,918,4.04
71888219519367,20220606,824,5.74
54258289251603,20210827,933,1.1
20306719814807,20220913,173,1.14
63362407442305,20200203,146,2.36
41732430241872,20200218,174,1.4
92098474705795,20220527,386,7.75
39665878560430,20210801,333,5.11
70680620503111,20200424,612,9.04
18018279903797,20230803,57,1.25
19513304738882,20250128,34,8.49
96070056286847,20251027,867,3.06
27149060041980,20240113,658,9.67
73083543395728,20220327,847,0.64
97351670195265,20230312,823,9.9
44891464846224,20210126,496,3.34
29429942489019,20240825,160,7.18
58342438410001,20250910,459,0.44
37563311350587,20250627,665,3.48
46731472555613,20231222,25,0.17
89307254155672,20240221,371,0.52
63046687196295,20230917,943,1.99
24435811046745,20210812,256,2.53
54037218584265,20240824,786,0.16
18099317068353,20230413,255,0.57
30746840404729,20200108,127,7.14
81684855568949,20201209,702,8.56
44330510001070,20221022,486,0.59
46609963291489,20200221,768,8.73
35076013316647,20221023,217,4.77
39869194914479,20231223,11,0.01
69077629756266,20250218,898,7.29
83579690033312,20240710,943,2.69
23099494798730,20231204,21,2.84
31649670759790,20230325,853,7.99
95865553496805,20250501,227,1.3
21050733865055,20210610,445,6.58
94195041952113,20231120,785,2.62
34824677982482,20210324,736,0.28
86674886126195,20220506,98,0.91
55061140451880,20241104,60,1.41
81547415480834,20230227,297,6.28
83201528870129,20240703,857,4.11
30616296537785,20201128,974,3.33
31362833230827,20200821,583,1.28
16570802723366,20210601,795,2.57
43376394824791,20250724,511,4.61
44316182823010,20200103,158,5.48
60142149265921,20250718,953,6.2
52443595834493,20250401,7,0.45
40388106398755,20231029,183,7.48
32094765417807,20220102,21,8.93
31079969061436,20221223,628,6.01
99507398007569,20211120,565,2.05
90201813069727,20231116,150,9.12
36227138098779,20250426,34,1.24
83586352130670,20230726,779,2.84
99800024787767,20231021,713,9.2
90422065105078,20240508,827,1.04
88191853643593,20211003,954,7.36
76200692495857,20210113,63,8.84
34775997260288,20200229,909,9.61
88966365637476,20220405,628,5.11
88046773191319,20240607,211,7.54
21909067656798,20210316,404,1.37
55134900638717,20250502,417,8.45
42520195046570,20200223,314,7.69
77915235077572,20200927,845,7.39
36235348188483,20250804,442,9.96
64122870238904,20200701,819,2.05
10088933688255,20200515,867,1.06
88714648079477,20251113,248,5.07
31473018447547,20231223,594,5.17
78746266595946,20210104,773,0.77
49275513256731,20240321,484,6.93
19603797334063,20231220,353,7.06
60463739112014,20220525,464,0.52
69841016251497,20210422,663,5.23
21027023506492,20200120,769,3.31
13741193648565,20250315,653,7.55
62419418385454,20210902,648,3.79
18596695346008,20241123,811,7.76
10907366962649,20231005,439,6.03
63709597641416,20251013,597,8.53
37958831211318,20210620,558,5.86
12405634937048,20240809,866,0.32
27144770981874,20211201,257,7.96
70425310851331,20220329,72,0.06
69844566998100,20210401,397,5.03
74125559018978,20250704,421,0.76
52250736921734,20200225,584,3.76
22997784609291,20221230,90,1.27
23233837329593,20200512,149,7.13
64002346640554,20200203,317,1.96
54845079056472,20250604,824,2.36
63475128949241,20221005,382,0.9
87743636336357,20250401,782,7.31
69989982950305,20230714,949,1.82
35114224779360,20250124,881,7.4
42844768532018,20200130,763,7.87
24680523515332,20230203,503,0.69
78565545290724,20220216,890,4.5
58068196502301,20231004,708,2.65
88419512660635,20200321,507,4.86
54886139641511,20220329,997,5.49
94797653565349,20241211,245,0.13
94407077030773,20230517,602,5.53
43091653081305,20201113,794,9.56
31238903647070,20241115,337,2.32
75672109121511,20230308,472,3.01
70516906047714,20220112,676,5.99
41291031223376,20210111,638,5.17
34591801497713,20220510,123,7.8
58638610309983,20220320,626,1.77
33030751000590,20220607,148,5.74
51801623872367,20220906,221,3.19
65420616055940,20240424,364,2.45
14900377652441,20220717,430,5.71
22003895926306,20240913,893,6.86
55892815064849,20200518,391,9.26
30370874118335,20250825,7,8.55
98262705616470,20241222,783,3.7
58424437768800,20210129,889,3.35
73774346017246,20240612,316,9.66
13095856840378,20231026,956,5.02
76377565115732,20240124,444,7.24
52097782344834,20200416,286,4.17
32780809631582,20230726,143,1.95
47750063625631,20220806,965,9.6
50888063973655,20230513,989,8.99
40498036712066,20200801,884,9.81
40024088656826,20231106,559,3.27
67064806817974,20211226,506,3.17
84763537692961,20230811,881,3.73
20560934183877,20220602,668,8.71
27414515199515,20210722,134,4.22
75811083341527,20251105,262,7.67
24980864854646,20240701,2,7.68
65263947409704,20200107,170,6.71
24322686124899,20210925,180,5.03
81394239050585,20230717,340,0.77
36456842543651,20200101,16,0.52
56338416547238,20241211,604,9.81
97691538594940,20220508,339,6.95
46917899764783,20230527,50,4.26
98274850710513,20210429,115,4.99
37172274715237,20230423,646,2.61
40339680844684,20250302,660,9.36
38105021824409,20251223,550,5.44
65428544144649,20241208,310,0.02
66683707101034,20230820,705,8.4
76875526548931,20220727,102,8.3
54195932942307,20230311,241,5.48
94865002910497,20250221,159,2.46
70586131737452,20210106,547,9.04
59431052905130,20210714,61,3.07
77593842422371,20230803,264,6.68
98385328172984,20210817,741,9.82
60890388607174,20201202,494,6.49
80208537411366,20201118,863,9.68
63273018518604,20240731,545,5.83
98546668722146,20220218,508,1.78
89884898455551,20240328,284,0.46
94819167736058,20221219,164,3.68
71835053445146,20241015,694,5.59
31826582882278,20240813,943,7.86
11660616017157,20220310,669,7.69
35143084694792,20241028,675,6.75
41431595359840,20200814,446,4.07
34609343160836,20200204,598,2.03
17451140037467,20250225,667,7.81
77764112418651,20210707,230,0.28
95807394713405,20250522,792,4.95
38127202294480,20240303,772,9.87
34433508545348,20250412,284,6.19
78632014278190,20200903,633,9.98
29524223431596,20220414,142,6.64
69922920962661,20221125,103,2.83
32350153706377,20230831,265,2.82
44972332407926,20230613,625,6.08
86921185356239,20210213,636,2.26
50049685342044,20220729,612,3.27
57634970157694,20220407,180,1.98
94556864003700,20240721,455,1.82
32494729932133,20221206,535,2.56
53880867823272,20240424,913,1.8
14688703573384,20220901,590,3.8
79393063965484,20250712,629,0.69
97741643049555,20210606,626,5.1
49222493461143,20210217,667,1.64
14249047396562,20210302,943,2.22
80205146132051,20250809,974,7.83
86893337985572,20250131,89,1.3
53666080842749,20250819,353,6.66
75152640719480,20250204,934,9.2
89055653333226,20220520,339,9.09
74689044070423,20230321,21,4.79
66518329955057,20201225,366,5.45
87205849738823,20210605,95,1.85
43007116758658,20210701,176,2.07
40696945174142,20220411,505,4.23
94374281172764,20201026,34,4.6
25637487464075,20231029,143,9.62
35149669093674,20250227,289,9.35
10301400966533,20210327,862,4.82
66653190190820,20230122,174,3.47
17432508187823,20230213,624,0.2
82602549397147,20241220,525,4.71
85749312649456,20240509,819,0.46
97705662431440,20221227,722,3.73
52981553900628,20200104,343,8.16
29077077854342,20210916,161,4.78
23567524977407,20250830,276,7.34
87799340411533,20210821,362,6.63
83900026604341,20200829,428,6.1
74738922160851,20200424,371,8.73
77380823734286,20240509,29,7.25
97424378392348,20230417,175,4.16
25061059015621,20210126,123,6.49
28385429460131,20251215,315,3.61
50443392683578,20240729,862,9.79
60286001866237,20230302,936,6.79
65379366644472,20211218,835,7.72
22475291645448,20240120,424,8.99
96881795644043,20230112,391,9.01
24548567567999,20200213,31,9.07
56795405524294,20210223,701,8.43
37035306188767,20200215,957,4.31
89956937399429,20220424,833,8.89
52000328460697,20230108,751,9.61
39531069296275,20240413,466,2.8
53092546123566,20200618,384,6.42
72879465852192,20211103,214,0.42
47885240565488,20250602,233,0.11
84069937934595,20250731,633,0.2
42287913215360,20220120,636,2.43
90112137824541,20230627,97,0.41
79650223730310,20240217,549,9.23
19867623271591,20211226,846,7.91
58087282565408,20230120,211,9.03
15920825403082,20210121,866,4.99
10432347790940,20241014,234,2.56
72133177598911,20250122,296,5.04
67310868750564,20241001,738,1.12
86696942256209,20231115,143,1.13
34743235481142,20250314,148,1.17
48557061495867,20230205,608,8.32
89959380356336,20240505,915,8.46
26760715466214,20211218,150,4.05
77944856850177,20250205,197,4.57
64845249413116,20240213,14,9.38
19086949342644,20230716,992,5.62
63989893590010,20220614,935,9.19
61430342414185,20251119,282,4.52
24234779946040,20220329,388,2.52
52431492455351,20211203,27,8.39
99529926930206,20230614,983,0.04
57707781520488,20210123,65,9.78
61597960305393,20241128,459,2.15
78315509397226,20251201,523,8.52
78290702893738,20220423,755,8.95
97735553433830,20231016,650,2.68
95113163543836,20251016,823,7.1
14006806073108,20210712,949,4.11
96424360150083,20200706,803,4.54
54972950620147,20211122,716,5.06
56880336847096,20251120,326,9.03
84526665926118,20221004,73,2.13
81688581884705,20220423,892,0.51
21332138921940,20230315,485,3.36
94377010630436,20200607,23,0.18
39983047230302,20201124,436,5.62
47694154354427,20220112,159,7.94
21023145480402,20210514,15,7.85
71193192631913,20250226,797,4.54
12345591968884,20210422,307,0.96
57602880823347,20200709,323,8.24
52343041479303,20230115,669,8.27
52938989948067,20250811,542,7.05
37767445259045,20210131,383,5.89
82333111200853,20220514,62,7.25
20765180318140,20211228,585,2.9
72300777214368,20200922,404,8.33
17827855648909,20240126,931,6.03
17756119388594,20211203,218,6.17
67194380492080,20200111,615,8.22
34653628122021,20220308,21,2.7
20446501584268,20250705,843,8.22
76418840645621,20210119,369,3.47
54285783010395,20241009,499,8.75
31261329108682,20200213,331,9.82
13013846644006,20231208,918,9.72
76119524866590,20251112,836,5.8
69684389021493,20240102,154,5.36
15821937060439,20250308,526,6.13
20767440262471,20241027,592,6.34
95280507162076,20231012,982,9.92
94610650902116,20230101,506,7.85
14284324401220,20211017,91,7.78
94692483056782,20221128,436,2.88
46011582251474,20210216,233,6.71
27873175200605,20250326,684,6.26
68455033290320,20230410,330,8.63
84205692985686,20201116,231,8.06
69689082632503,20250331,462,8.77
65955967313239,20231118,137,9.94
99964393889111,20200201,28,1.38
90098297383205,20211005,443,5.98
49883587966001,20220224,902,1.96
93602650669552,20230523,656,9.05
34811120240997,20230728,820,3.92
56566590938715,20240524,787,9.13
84630099951348,20210813,318,0.05
40684881396730,20200102,416,7.57
18336650517855,20200725,64,5.91
71955134900089,20250629,84,8.73
72028331637897,20240813,337,1.11
95101964195289,20220806,483,5.3
64283186188722,20241109,659,4.54
26052776969731,20240516,238,2.71
85628699967610,20200316,104,0.13
21833554009906,20231011,776,6.25
50943714756239,20230113,388,7.94
75029081268654,20250321,319,2.56
92372416144044,20240826,202,5.85
13862890673444,20250825,902,4.53
34421559408259,20211019,196,9.95
19708261726076,20210520,424,6.22
71577632330205,20220313,129,7.01
99354473514369,20220105,641,3.61
24499687866927,20200303,871,6.5
21743085960753,20230218,96,5.36
74384128871628,20210827,6,1.64
26966745082563,20200202,618,7.12
41745781098279,20210824,236,6.39
66820048592042,20210228,33,2.28
28797830998171,20230728,767,0.03
10720576080326,20231012,566,5.4
66147822662579,20230312,498,1.97
68323956003036,20220925,459,8.86
32945768570397,20210302,179,5.46
67608497458071,20240226,12,6.25
57613566533297,20201207,289,1.36
75513980039479,20220522,66,4.6
95362308547487,20240112,694,8.56
70357278323480,20220804,152,2.94
36001764371710,20250316,135,1.08
20931479375050,20251121,421,9.28
20634601643206,20230923,147,8.38
25061462809113,20201224,592,0.68
85096233121085,20210403,194,7.77
28550237532359,20240705,504,3.35
63796567756488,20240320,429,9.88
95979193005067,20240811,14,8.92
71427599485166,20200430,839,1.81
60733073966830,20250201,69,8.38
18828385170517,20240809,715,8.66
63678446393525,20240506,653,0.99
28777139972615,20201222,222,0.54
26363219459071,20201114,282,7.51
84981097382531,20231026,961,7.03
91107352431876,20220417,208,9.23
39545934421738,20250403,472,5.88
